place_id,name,description,is_spending_on_ads,reviews,competitors,website,can_claim,emails,phones,linkedin,twitter,facebook,youtube,instagram,owner_name,owner_profile_link,featured_image,main_category,categories,rating,workday_timing,closed_on,phone,address,review_keywords,link
ChIJTe6y0I-bTDARpsES6jhaC-I,Azrina Gulai Panas,,False,167,"Name: *a*u*g**a* *ta
link: ***ps**/**w*g*ogl**com*map*****rc*/**rung*K**+**a/****926**1**00*144**6*?*ut*u*e*=***l*****ntr*=ttu
Reviews: 729 reviews

Name: *es*ora**N**a*a*
link: *t*p*:*/*ww*g****e.com/ma*s***a***/*est***n+N***ya*****4**46*****0*1329*06?authu**r=*&**=en***t****t*
Reviews: 614 reviews

Name: ****o*a* ***li*Hanga*
link: ht**s:***w*.*o*g**.****m*ps*s**rch/****o**n***a*i***ngat*@**4***3***9*9***9**00**1*04**999999**au*hu*er*0&h*=***ent*y=ttu
Reviews: 440 reviews",,True,,,,,,,,Az*in***u*** ***as *Ow**r),,*t**s:*/l*5.go*gl**s**co**e**.com*p/AF1**p*vv*xl*UU*2**y**VS*ll***9**H*L*C*******w**8*****-k*no,Restaurant,Restaurant,4.3,1**a*-**pm,T*e**a*,***-456**09*,"Azrina Gulai Panas, 02000 Kuala Perlis, Perlis","**sh, **r*y, p***e, *am**l, g**en*",https://www.google.com/maps/place/Azrina+Gulai+Panas/data=!4m7!3m6!1s0x304c9b8fd0b2ee4d:0xe20b5a38ea12c1a6!8m2!3d6.4025138!4d100.1388054!16s%2Fg%2F11ckr54b20!19sChIJTe6y0I-bTDARpsES6jhaC-I?authuser=0&hl=en&rclk=1
ChIJkUdjeHCcTDARi46mcKjKeNQ,Persisiran Pantai Kuala Perlis,,False,167,"Name: Re**or** N*l*y**
link: https*/*ww**go******o****ps/s****h*R*s******Nel*****@6.***4*6**1*0******0*?au*h*s*r=0&*l=en&en**y=ttu
Reviews: 614 reviews

Name: *****Ikan*B**a* * M**an** La*t
link: htt*s://*ww*go***e*co**m*ps/sea***/*o*a**ka***ak**+***+****na**Laut/*6*39**90*****.1***71*****9****u**u*e*=*&**=en&entry=***
Reviews: 237 reviews

Name: Ch**r* **rn**
link: **t****/*ww*goo*l*.*om*ma*s*s*arch/C*e****C***e*/*****1311*,1*0**3*8**3*99**99?*ut*us**=0**l*en**n****t*u
Reviews: 148 reviews

Name: M*d*n**k***B*ka***Jet* *ual***er**s
link: htt***/*www*g**g**.co**m****s*a**h*M*dan+Ika***a*a**2C*J**i***ala+*erli*/@**39*445*,**0****58*6***9**9*a*thus**=****=e*&e***y*t**
Reviews: 61 reviews

Name: GE*******ERA **YU. ***s*s***n te*i*p*n*a* ***la p*r*is,****i*.
link: *ttp*****ww**o***e.c**/ma**/*e*r*h/GER*I+***ERA+**Y*.+*e**i*i***+t***+*an*ai+*u***+***l*s**C***lis./@**38*50*****99***,***.****16**9***9*?a*thus**=0&h*=*n*entry*t*u
Reviews: 40 reviews",,True,,,,,,,,Per*i*i*an Pa*t** K**** Pe*l***(**n***,,*ttp**/**h*.g***le*ser**n*****c**/*/****ip*o*******lO*T******9A**pmB*E*SL*4*mbEG=w**8-h*06-k-no,Restaurant,Restaurant,4.1,*p** ** hou**,Op*n**l* ***s,,"94JQ+47 Persisiran Pantai Kuala Perlis, R152, 02000 Kuala Perlis, Perlis","i**n, *r*c*",https://www.google.com/maps/place/Persisiran+Pantai+Kuala+Perlis/data=!4m7!3m6!1s0x304c9c7078634791:0xd478caa870a68e8b!8m2!3d6.3840903!4d100.1367636!16s%2Fg%2F11c1tcvq9f!19sChIJkUdjeHCcTDARi46mcKjKeNQ?authuser=0&hl=en&rclk=1
ChIJiauS_YObTDAR2BaCHiM1bhg,Nur Kasih Restaurant,,False,163,"Name: Wa**n* K*k*E**
link: ***p*:**ww**g*o**e.*om*m*p**se**ch/W***ng+*a*+*ta*@***9*61*1***0.14****4?au***s*r*0&**=e*&***ry*tt*
Reviews: 729 reviews

Name: R****ran**ela**n
link: ht***:****w**oo***.*om/m*ps/*e*r*h/**st**a*+*e**y**/**.4**4**8,1***1329**6*aut***er***hl*e****try=tt*
Reviews: 614 reviews

Name: I***an***f* & C**er**g
link: https***w****o*g*e.c*m***ps/**a*ch**k**an***fe+%26*Cat****g*@*.397*4*****0***25*0**a**hu***=*&hl***&e*t*y=**u
Reviews: 30 reviews

Name: Re***ran ***A*d **a**
link: *ttp*://www.**o*le***m*****/**a***/**s***an+H**Ab**Ghan**@*.*9***749*9*9****10*.1*849****9*99*?**thu*e*****l=en*en*r***tu
Reviews: 27 reviews

Name: **l**a*Per*i*
link: h**ps*//w*w.g**gle.c*m*****/*ea**h*Sel**a**e*l*s*****9*********0***,100***50*4***9*9*9?*uthus*r*0*hl*e**en**y=ttu
Reviews: 8 reviews",,False,,,,,,,,*u*****i* *esta*ra***(*w*er),**t*s**/**w.goog**.com*ma****o*tri**1**69***57****18*92**,http****l*5**o*g*e*s*rco*t****c*m/p/****ipONU*X*X*r2**E*T***M*8****V****WEz4**7***50**h24*-k-*o,Restaurant,Restaurant,4.2,* a**4*30*p*,***day,01*-5***6**2,"Nur Kasih Restaurant, 71, Jalan Siakap Satu, Pekan Kuala Perlis, 02000 Kuala Perlis, Perlis","p*i**, *au*, l*n**, f*s*, p*r***g",https://www.google.com/maps/place/Nur+Kasih+Restaurant/data=!4m7!3m6!1s0x304c9b83fd92ab89:0x186e35231e8216d8!8m2!3d6.3977356!4d100.1332693!16s%2Fg%2F11cs3jr78t!19sChIJiauS_YObTDAR2BaCHiM1bhg?authuser=0&hl=en&rclk=1
ChIJTyHPyZGZTDARuydJffYf3cQ,Pelo Kitchen Yibin Food and Beverages,,False,150,"Name: ** **ng *ak**
link: *t*ps*/****.g*o***.co**m*p**s**r*h/***B**g+Laks*/@6.*2**6**,100*19710******h**e*=0&h****&**t*y=*t*
Reviews: 136 reviews

Name: *Ji *Dian 
link: *t**s:***ww.*o**le**o*/m*p*/**ar**/%**%A5***%E8*A**B*%********%***BA*9*/@6.***3*3*,10*.****404***th*ser*0*hl=*n&*nt**=t*u
Reviews: 90 reviews

Name: T*ai****ne*****ge**ria* *ood
link: *t*p**//**w.*o***e.c***ma**/*earch*T***+C****s*****e*a*****Food/@*.4*626*39******9*10*.*90*655?***h*s*****h**e*&ent*y=ttu
Reviews: 89 reviews

Name: A Jiu ****a*a***er*is
link: *ttps:**w*w*g*ogle.**m*m****s**r*h/***%*8*BF*E*%B*%9***9%9*%*2*E**********man+*e*li**@6.**7*302*100.1**0**199*9*99*au*h*s**=**h*=**&****y**t*
Reviews: 36 reviews

Name: *Ji Fan *
link: **t*s:*/ww*.g*o*le.*o*/*ap*/***r*****7*****F%E6%****E**9*A****%*8*8F%***@6*4*4*****0*00001**00**3**135**ut*u*er***hl=e**entr**ttu
Reviews: 36 reviews",,True,,,,,,,,*e** *itc*******i* F*od**nd**ever*g***(O*ne*),,*tt**:/**h***oogleuser**n*e*t****/p*AF1Q**P***C*G**FXU**PlFd****o*U***r**4*va*v*=w*0**h***-k-**,Chinese restaurant,Chinese restaurant,4.3,*-**:45 ******-2:*5*p** 5***4* pm,M*n**y,*1*-9** *7*3,"Kangar, Taman Pengkalan Asam, Jalan Kangar - Alor Setar, 315,Tingkat Bawah,Perlis 01000 Jia Yang Bo Li Shi Pelo Kitchen Yibin Food and BeveragesYou Zheng Bian Ma : 01000","p***e, envi*o*****, *t*d*n*, b**ak**s*, **in*s, want*****e, **la*",https://www.google.com/maps/place/Pelo+Kitchen+Yibin+Food+and+Beverages/data=!4m7!3m6!1s0x304c9991c9cf214f:0xc4dd1ff67d4927bb!8m2!3d6.4347848!4d100.1877105!16s%2Fg%2F11ghnfzs27!19sChIJTyHPyZGZTDARuydJffYf3cQ?authuser=0&hl=en&rclk=1
ChIJyfqvkyWjTDARAGZOZYc5vvA,The Bunker,,False,148,"Name: *um*h L***k*A*a*
link: **tps://w**.***gle**o*/ma*******ch***m**+**p**+*r***@6*44*69**,*0***6741**?aut****r**&hl=e**e*try=t**
Reviews: 29 reviews

Name: **rg*r***yal P**l**
link: h*tps:*/w*w**oog*e.*o**map***e**c***ur**r+**y**+*er**s/*6*******,*00.*96*9*?***huser=*&*l*en**nt***t**
Reviews: 9 reviews

Name: **r*ng*P*k *ab**
link: *ttps:/**w**googl*.**m**ap*/se**c**W*ru***P*k*J*b*t**6*444***6,1*0**7***9*?***h**er****l=en&**t**=**u
Reviews: 0 reviews",,True,,,,,,,,**e*B****r *O*ner),,*t*ps***lh**g*o*le**erc*n*en*.co**p*A*1Q*p***J1r*a*m*****VtH***cW****wW*o*T0BF9*=***8*h3****-*o,Restaurant,Restaurant,4.1,"7******:30 **,***11*30*pm",M*nd**,011-*4******7,"The Bunker, Lot 8330, Jalan, Kampung Batas Liku, Arau, 02600 Arau, Perlis","b**a*f*s*, *a*i*lem**, lo****g, *rin**, atm**p**r*, p***es",https://www.google.com/maps/place/The+Bunker/data=!4m7!3m6!1s0x304ca32593affac9:0xf0be3987654e6600!8m2!3d6.4446408!4d100.2648112!16s%2Fg%2F11kj_mfn93!19sChIJyfqvkyWjTDARAGZOZYc5vvA?authuser=0&hl=en&rclk=1
ChIJ2QLa_XWZTDARipPbXcyRjaU,Restaurant Idaman Ayu Ceria 2,,False,139,"Name: D* Q*** Th*i*C*i**n*
link: h******/w*w.g*o***.**m***ps/s*ar***D*2*****a+Thai**u*si*e/@*.4***219999*9**9***0*****26*0999**9**au*hu****0*hl=en&*n**y***u
Reviews: 256 reviews

Name: *a*ia*To***m
link: ht***:*****.googl*.co******/s****h/**si**Tom*am*@**4**89**999999995,*00**0893**999***9***t********h***n&***r*=ttu
Reviews: 199 reviews

Name: **am** *yu*Cer**
link: http***/*w*.go***e.com*m*******rch*I*****+*****e*i*/@6**23**6*1*0.183***8?*u*hus***0*hl=***e*tr*=t*u
Reviews: 79 reviews

Name: D** *hi*t**A** E**erpr***
link: *****:*/*w*.*o*g*e.c*m*m******ar**/**%27**hin*a+*y**E***rprise*@****5*65300*0**01,**0.*0*0747***t*use*=**h*=en*****y*tt*
Reviews: 3 reviews",,True,,,,,,,,R***a*r*** Id*m*n Ay* Ce*ia***(***e**,,h*tps:/**h*.*o*g***s***ont*nt*co**p*A*****O*xl*******v**J***SC-*R*QsE*UdLnM**Q**=*4*8-*5*3-*-n*,Thai restaurant,Thai restaurant,4,5*p**12**m,**en*A** Da**,0*7-4*8****2,"Restaurant Idaman Ayu Ceria 2, Taman Mutiara, 01000 Kangar, Perlis",,https://www.google.com/maps/place/Restaurant+Idaman+Ayu+Ceria+2/data=!4m7!3m6!1s0x304c9975fdda02d9:0xa58d91cc5ddb938a!8m2!3d6.4330984!4d100.1872687!16s%2Fg%2F11c30vd4yj!19sChIJ2QLa_XWZTDARipPbXcyRjaU?authuser=0&hl=en&rclk=1
ChIJrZmYip-ZTDAReepeAk2UcfI,Ah Beng Laksa,,False,136,"Name: Res*o*a**A****a*a
link: **tp*:*/*w*.google*c**/m****se***h**e****a**A*r***na*@*.**71**2*9**99995*100.2*000***au***se*=**h**en&****y=**u
Reviews: 252 reviews

Name: P*** *i**he* *i**n***od and*B**e***es
link: ****s*//www.*oo*l****m/**p**s*a***/Pelo+K**che**Yibi**F*od****+*e*er*g**/*6***4******0***8*71*5?aut****r=0****e*&en**y=ttu
Reviews: 150 reviews

Name: K*d** Ko******n*Ton* **Cha Shi 
link: *ttps://*w**g*og**.c*m/*ap*/s*a*ch***d*i***p*+*****Ton**%E8***%9C*E***8*9C****8*****E5***%*4/@*.4**4***,1**.195****99*9*99?au***se**0&*l=*n*e*try****
Reviews: 84 reviews

Name: *Jiu *Dang **aman ***l**
link: ***p*:/**ww.*o*gle****/*a*s*sea**h***9%*8%*F***%*9**D%E9*9D**2*E*%A*%***Ta*an+**r*i*/*******30*,100.19**4***9*99**?a*t**ser*0*h***n****ry=t*u
Reviews: 36 reviews

Name: *e*g*aksa **r***
link: h*t**:/*www**o*g****om/m*ps/**arch**e*g****a+*e**is*@*.4**2*5*,1**.*9**94*****hus******l*en&ent*y=***
Reviews: 35 reviews",,False,,,,,,,,Ah B**g*La*** (****r*,ht*p*://w***go*gl*.********/**ntr**/10*5**39549**0*96****,***ps:/**h*.go*gl**s*rc*****t*****p/A**Qi*O*-y*y**z*e***Iz9I-pQFnrX****p3*5**0***w**8*h5***k*no,Restaurant,"Restaurant, Chinese noodle restaurant",4.4,*2:***5 *m,*on*a*,*17-*5**7**9,"Ah Beng Laksa, 145, Jalan Raja Syed Alwi, Taman Perlis, 01000 Kangar, Perlis","c*nd**, i** **c*ng, r**a*, *a****lem*k, a**m, **odl**, **c**ut *i*k, t*w*, *abl**, h**s*",https://www.google.com/maps/place/Ah+Beng+Laksa/data=!4m7!3m6!1s0x304c999f8a9899ad:0xf271944d025eea79!8m2!3d6.4262622!4d100.1971054!16s%2Fg%2F1hg4y682z!19sChIJrZmYip-ZTDAReepeAk2UcfI?authuser=0&hl=en&rclk=1
ChIJ3bHlBp-ZTDARVXFwZliEq9w,Golden Triangle Seafood Restaurant,,False,130,"Name: **st**an**r**wa*a
link: ***ps:/*w***goog*e**om**aps/***r*h*R*sto**n*A*r***n**@6.*2*****9**9*9***,1****0***0*?**thus***0&*l=en&*n**y=ttu
Reviews: 252 reviews

Name: P*** K****en**ibi* *o** a*d Beve*****
link: h*tps*/*w*w.*o*gle.*o*/***s*se*rch/P***+Ki*ch**+*ibi**Fo***an*+B***r*****@6*43478*8,10*.****1***a**h*s********e**e***y=t*u
Reviews: 150 reviews

Name: **gel*y* R*****r*nt *Ge **Xian *Dian 
link: **t*s://ww**g***l***o**m****sea**h/A**e*l**+*e*ta*r*n*+**7%88%****6****B*%**%9*%**%E***5%B**E9%B**9C**9*A5***%*5%*******6*42*3834,**0.199*72*?aut*us*r=0****e***n*r*=tt*
Reviews: 39 reviews",,True,,,,,,,,Go*de* T***n*** S*a******e*ta**a*t (O*n*r),,**t*s://*h5.**o*l****rc*n**nt.co**p*AF1*i*P1***fs*t******s69ab***P**1M***T*****c**40**h303-k-**,Chinese restaurant,Chinese restaurant,4.1,1****-3 pm**6-****0*pm,*ues***,01*-****288*,"Golden Triangle Seafood Restaurant, 308, Jalan Kangar - Alor Setar, Taman Mutiara, 01000 Kangar, Perlis","p***e, to**a*, ***ir**men*, *i*n*r, f*s*, s**nat*r* ***u",https://www.google.com/maps/place/Golden+Triangle+Seafood+Restaurant/data=!4m7!3m6!1s0x304c999f06e5b1dd:0xdcab845866707155!8m2!3d6.4353221!4d100.1885366!16s%2Fg%2F11c6smwy88!19sChIJ3bHlBp-ZTDARVXFwZliEq9w?authuser=0&hl=en&rclk=1
ChIJxbaO96WZTDARes1CanETO1A,Noor Malabari,,False,109,"Name: ***ung*K*l*
link: **tp*:/*w*w.*o*g*e.*om***p*/*e*rc*/*nj**g*K**i*@6****8*7****.***9813*aut*u**r=**hl=*n***tr*=**u
Reviews: 2457 reviews

Name: R*st***n**u** *as***n M*l**u*A*li
link: *ttps:*/w*w.*o**l**c**/map******c*/*e**o*an+**ri*Ma*a*a**Mel*yu******@6*4*2*99*****.19467**?au****e**0**l*e*&e**ry=t**
Reviews: 1037 reviews

Name: *amee* **s* Ka*d******atu*
link: ht***:/*ww****og*e*com*m*ps/*e***h***m******si*K*nd**+*e*a*ur/@6*4*28*14,1*0*1******?**t*us*r*0&*l**n&**tr***tu
Reviews: 387 reviews

Name: **r*am*****u*** ***se *maa**y**aa *rr***ii*tt* c*p*aattu**ttai)
link: **tps:*/w*w.******.**m/maps*sea*c***a*iamm**+cu**y+*o*se+*2**E*%AE**E**0%A*%BE%*0%AE**0*E***E%****0%***A*%**%*E%**%*0%A***D***%A*%*E*E0****B*+%*0%***9*%E0%A*%*1*E0**E***+%E*****B***0%A**8*%*0*A***F%*0%**********E%9*%E*%*F*81****%*E%****0**E*B****%AE*AA*E0%A*%8D***%AE%**%*0%*E%**%E0%**%*F%***AF*81+*E0*A***5****AE%9*%E0*A**88*29**6*4359***,**0**9**9*?****us*****hl**n*entr**t*u
Reviews: 20 reviews",,True,,,,,,,,N****M*labar* *O**e**,,h**ps**/*h*.g**g**u*e**on**n*.**m/p*AF1Q*p**p*y**L***DKQ*1*-ZqB*5*T*R**f***F**RL**426*h*40****o,Indian Muslim restaurant,Indian Muslim restaurant,4.3,***m*2 *m,Su*d**,01***** 5*31,"Noor Malabari, LOT 4968, Taman Ira, 01000 Kangar, Perlis","*r***fa*t, n*****an*ar, r*** *a*ai",https://www.google.com/maps/place/Noor+Malabari/data=!4m7!3m6!1s0x304c99a5f78eb6c5:0x503b13716a42cd7a!8m2!3d6.4388632!4d100.2038205!16s%2Fg%2F11cnbw85vf!19sChIJxbaO96WZTDARes1CanETO1A?authuser=0&hl=en&rclk=1
ChIJYzbdn-2ZTDARgYWjzL3RA0M,Warung Balun,,False,107,"Name: **r*ng **pi*S**** 27*9
link: ht*p***/w*w.*o***e.c**/ma***searc******ng+T*pi+S*w*h+2*69/***4**6**4**0*.***0*5*****0***auth*ser**&**=en&e*t****t*
Reviews: 1672 reviews

Name: *apati *a** Sa***g &*N****G**** *a*a*
link: ht*ps*/*w*w**o*g**.c*m/**ps/**a*c*/Ca*****La**+*ayo*g+**6*Na*i*G*lai+*an**/@*.***8***,***.***90*3*9**99***uthu**r=*&******ent**=*tu
Reviews: 737 reviews

Name: *y*o**Cor*e*
link: h**ps:/****.*o**le*****map*/se**c***y***+*or**r/*6.4*3*95*9**99***5**00*****651?au*h*se*=0&*l**n**n*r**ttu
Reviews: 426 reviews

Name: Wa**n***a*a
link: *****:/***w****gl***om/maps/s**rc*/*arung*N*na/@*.*364***,**0*2*59*6*999*9**?au*h*s****&***en***t***t**
Reviews: 37 reviews

Name: W*rung*A**is**Kua*a*****i*
link: h**ps*/*w*w***o*l*.****ma*s*sear*****r*ng*Ann*s*+*u*******l**/**.40**401*10*.1*5*2**?au*h**e***&h**en*entr*=t*u
Reviews: 5 reviews",,True,,,,,,,,W*rung ****n**Ow*e**,,htt*******5*goo*l*u*er**n**n******p**F1Q***F*GXj*jIF_i2JHoB*Q**R**u*-hjy*MhGuc*O*******2*0*k***,Restaurant,Restaurant,4.1,7 *m*1***,***ne**ay,*13-*0***9*7,"Warung Balun, 1f, Jalan Raja Syed Alwi, Pusat Bandar Kangar, 01000 Kangar, Perlis","**si ***ak, *****fast, *oti*c***i, p****ng, p**c*, *** ng*, **l**ge, va***t**s, g***ng",https://www.google.com/maps/place/Warung+Balun/data=!4m7!3m6!1s0x304c99ed9fdd3663:0x4303d1bdcca38581!8m2!3d6.4350753!4d100.1961195!16s%2Fg%2F11qg1fmd96!19sChIJYzbdn-2ZTDARgYWjzL3RA0M?authuser=0&hl=en&rclk=1
ChIJR4ikeI6bTDARpyNVoTz2G2Y,Don Corner Sup Thai dan Laksa Kuala Perlis,"*ON C**NER**UAL***ERLI*** *e*ai ******* dan*Min****
*en****ak*n an*k****l*h****ar**a* *agi, ***an *enga*ari,
***akan****i* Sup**h*i**** **k*a K*a***P***i* b*rmul***a* * *a** **hi**** Ja*** **t*ng*",False,102,"Name: R**ta*rant*K*k******k*a
link: https********oogl**co*/*a**/*ea***/R**t*ura****a*+*u*L**sa*@*.3*74*4,1*0.**26*8599*9*9*?****use***&h**e****tr*=*t*
Reviews: 1436 reviews

Name: D'**d*a***ks**Ho*s*
link: h*tp*:*/w*w.*oog**.com/**ps******h/*%*7+****+****a*Hou*e*******0802*1*0*14011**?aut**se*=*****en**n*r*=*t*
Reviews: 1078 reviews

Name: C*er** C**n**
link: h**ps://w*****ogle******a**/****ch/****r***o**er/@6.38*31*9,*0**13*8*3******99*au**user**&hl***&*ntr**tt*
Reviews: 148 reviews

Name: W*r*** An*isa K**la*P*****
link: http*:**ww*.g**gle***m/ma*s**ea*c*/W***ng*An*i**********er*is*@6.**24401**00***5**37**u*h*s**=0**l**n&en***=***
Reviews: 5 reviews

Name: *D*K*:*Co*n**
link: h**ps****w*.*o*g*e*c*m*m*ps**earch/*2*****KP%***C**ner/*6.*9*03**,1*0*1310***9999*9*****h*se*=0*h*=****n**y=***
Reviews: 0 reviews",,False,,,,,,,,Do**Co**** Sup*T**i ****L**s**K**la P*rli***O**er),https://ww*.go***e.***/*a*s*c*n***b***46**45*5***02******,h*tp*:**l***go*****s**c*n***t***m*p***1*ipP*b**Bk*rYq**coXBC*N*U*4J***W54UxKd**F=w*08*h*06*****,Cafe,"Cafe, Breakfast restaurant",4.2,**a*-**pm,"*at*rd**, **nd*y",011*6*** **0*,"Don Corner Sup Thai dan Laksa Kuala Perlis, Jalan Bukit Kubu, Taman Peladang Jaya, 02000 Kuala Perlis, Perlis",,https://www.google.com/maps/place/Don+Corner+Sup+Thai+dan+Laksa+Kuala+Perlis/data=!4m7!3m6!1s0x304c9b8e78a48847:0x661bf63ca15523a7!8m2!3d6.400626!4d100.142284!16s%2Fg%2F11dxg5w7vt!19sChIJR4ikeI6bTDARpyNVoTz2G2Y?authuser=0&hl=en&rclk=1
ChIJyc53VleZTDARDI02lzYx2tw,CHE TA CORNERS,,False,95,"Name: Ch*r*i***& **
link: ht****/**w**g**gl**com/*ap***e***h*Ch*rt****%**+Co/****46**95*1*0.205*5*6**u*huser*0&***e*&e***y=t**
Reviews: 1284 reviews

Name: *ed****he *a
link: **tps***ww*.**o*l**c*m/maps/**a****K*da**C*e+T**@*.*29**7****0*2*1**3*99*99*9?au***s**=0&*l=e**e***y=t**
Reviews: 7 reviews

Name: C*****ue**Teo**C*r*e* *n*Pe*li*
link: h*****//*ww*g*o*l******m***/*e*rc***h*r+Ku***T*o***o*n**+*n**erlis**6.*468365,1*0***0*9*7*a***user=*&hl**n&***ry=**u
Reviews: 4 reviews

Name: *a*a* k**at **r**r
link: h*t******ww*goo**e*co*/**ps/***r*h/c*****kila**c*****/@6.42**4*3,*00**8485****ut**s*****hl=e*&*ntr*=t**
Reviews: 0 reviews",,False,,,,,,,,*HE TA**O***R**(Own***,h**ps***w**.g****e**om**a**/*ontr*b/**45**644718**9***8*3,ht*ps*//***.****le**erc**tent.c***p**F***pM**4*****q*G**KpJ**J6*****7*Vgw*svP*A*=**08**306-**no,Restaurant,Restaurant,3.6,4***-** am,**en **l*D**s,0**-****4277,"CHE TA CORNERS, 2, Jalan Kangar - Alor Setar, Taman Jati Diri, 01000 Kangar, Perlis",,https://www.google.com/maps/place/CHE+TA+CORNERS/data=!4m7!3m6!1s0x304c99575677cec9:0xdcda313697368d0c!8m2!3d6.4314548!4d100.1860039!16s%2Fg%2F11h70p5kbq!19sChIJyc53VleZTDARDI02lzYx2tw?authuser=0&hl=en&rclk=1
ChIJTdnmXL-ZTDARTV7Uc2mB7_8,Eighty Nine Celcius Perlis,"*otisse*** C*i******bq**o*e* R**s****Si**atu***Ro*st*d***ri-*eri*We*t*rn*a*d Bu*ge*s
***nt **Ca***in*
**c*
P*st*******h***ie*",False,84,"Name: C*o**i** &**o
link: ***ps:**w*w.g***le*co**m*ps*se*r****ho*t*e*+%2*+**/@*.4******,10*.**5*55**au*h*s**=0*h***n**ntry**tu
Reviews: 1284 reviews

Name: *e*******Ku*l* Hang*t
link: *ttp*:*/*w*.g*****.*****a*s/s*a*ch/***t*ran*K**li***ng*t*@6**3*63*****99****100.2140479*99*999*a***us***0*******en*ry*t*u
Reviews: 440 reviews

Name: **r**ak ****ra E*** *out* 1**
link: ***p**/*w*w*g****e*co**m*ps*se*rch/Te***a*+**le**+E**e**out**1**/@6**2**5**,**0.*12**2*?a*thu*er=0&hl*en&*******t*
Reviews: 40 reviews

Name: *es*o**n C*k**n**
link: **tps:*/w*w.g*o**e*c*m*********r*h**es*o***+C*k+One*/@*.*928****9**99*9*1****9*3*45?au*huse**0*hl*e****t*y*tt*
Reviews: 7 reviews

Name: *es*o**n*K*a** 1*
link: h*tps**/*w*.**o*le***m***p**se****/Re***r****ual*+1*/**.41**15*0*****0*,*00.1**7*1**u*h*s*r=*&***en&entr*=*tu
Reviews: 0 reviews",,False,,,,,,,,E*ght**N*ne*C**cius*Per******w*e**,***ps**/**w.go**l***o**m*ps/****r*b**092183**368**8*8**29,h*t**:*/lh**goo***use*c*n***t**om/p*AF1Q***2**4*****m***O**z0i4**mv*8fc*Z**P3yd***40*-*3**-**n*,Western restaurant,"Western restaurant, Cafe, Caterer, Chicken restaurant",4.7,*1*a**11:*0**m,O*en***l***ys,*1*-26* 5***,"Eighty Nine Celcius Perlis, 10, Jalan Kurong Batang, Kampung Telok Jambu, 01000 Kangar, Perlis","ro*i**e*i* ch*c***, *ri**, *gl*o o***, ***e f*e**s",https://www.google.com/maps/place/Eighty+Nine+Celcius+Perlis/data=!4m7!3m6!1s0x304c99bf5ce6d94d:0xffef816973d45e4d!8m2!3d6.4522117!4d100.1782306!16s%2Fg%2F11t5qq6__0!19sChIJTdnmXL-ZTDARTV7Uc2mB7_8?authuser=0&hl=en&rclk=1
ChIJgWR0iaWZTDARmJvY7BWo5Ak,Fairy Le Phenomenal,**fe*& **s***r*nt,False,70,"Name: Tf* C***
link: ht**s:*/w*w.go**l*.*om*****/**ar**/*f**Caf*/*6.*3****6*9999*****100**0**9*4?a**hus******l*en***try=tt*
Reviews: 937 reviews

Name: **sta*rant****ff**
link: *****:**w*w*g*o**e**o*/*ap**se*rc*/**sta*r*n*+Ariffin/@*.*******,*00**9*7**8?au****er*0&h*=e***n*r*=*t*
Reviews: 61 reviews

Name: **st**an*** Les**g
link: h*tps****ww*g*o**e.c**/*ap**sea*c**R*s**ra*+**+**s*n**@***3*109**9999*9****0.2**06**99**999*****u*er=**h*=****ntr*=ttu
Reviews: 16 reviews

Name: WAN*A*a**G**e*
link: *t**s*/**w**go**le**om*m******a****W*N+Aya*+***ek****431*****1*0.19520**?**thus*r=**hl=en&en*****tu
Reviews: 0 reviews",,False,,,,,,,,**i***** *h*n**enal*(*wner*,h**ps:*/w**.g**gl***om/**p**c*n*ri*/1**23**4**98***112***,ht*p*****h*.*****eus*rc**t*n**co***/A***ip*u**Fvs***a**A*C*Jy_*8d*Yz*7dPOR**RHB*=w40*-****-k***,Restaurant,Restaurant,4.1,*1 ****0:*0*pm,O*** All***y*,010**** 75**,"Fairy Le Phenomenal, 1, Jalan Kangar - Alor Setar, Pusat Bandar Kangar, 01000 Kangar, Perlis","*ri**, *a*e, *a**y, *h**o, *hi*k**",https://www.google.com/maps/place/Fairy+Le+Phenomenal/data=!4m7!3m6!1s0x304c99a589746481:0x9e4a815ecd89b98!8m2!3d6.4374902!4d100.1926298!16s%2Fg%2F11qn4z081c!19sChIJgWR0iaWZTDARmJvY7BWo5Ak?authuser=0&hl=en&rclk=1
